Product,Variety,Class,Size,Package,Unit,Closing Price,High Price,Low Price,Average Price,Total Sales,Sales Quantity,Closing Stock,Market
AVOCADOS,PINKERTON,CLASS 1,MEDIUM,BAG,17.00 kg,R164.54,R200.00,R150.00,R164.55,R1810,11,17,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 1,MEDIUM,BAG,17.00 kg,R164.54,R200.00,R150.00,R164.55,R1810,11,17,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 1,MEDIUM,DOUBBLE LAYER TRAY,10.00 kg,R0.00,R0.00,R0.00,R�,R0,0,161,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 1,MEDIUM,DOUBBLE LAYER TRAY,10.00 kg,R0.00,R0.00,R0.00,R�,R0,0,161,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 1,SMALL,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,263,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 2,EXTRA LARGE,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,247,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 2,LARGE,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,1021,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 2,MEDIUM,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,73,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 2,SMALL,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,154,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 1,SMALL,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,263,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 2,EXTRA LARGE,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,247,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 2,LARGE,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,1021,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 2,MEDIUM,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,73,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 2,SMALL,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,154,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 1,MEDIUM,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,218,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 1,LARGE,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,778,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 1,LARGE,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,778,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 1,MEDIUM,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,218,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,RYAN,CLASS 2,LARGE,SUGAR POCKET,20.00 kg,R230.00,R230.00,R230.00,R230.00,R4600,20,87,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,RYAN,CLASS 2,LARGE,SUGAR POCKET,20.00 kg,R230.00,R230.00,R230.00,R230.00,R4600,20,87,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,EDRANOL,CLASS 3,LARGE,SUGAR POCKET,20.00 kg,R157.50,R160.00,R150.00,R157.50,R1260,8,128,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,EDRANOL,CLASS 1,LARGE,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,388,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,EDRANOL,CLASS 1,MEDIUM,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,233,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,EDRANOL,CLASS 2,LARGE,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,792,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 2,LARGE,STANDARD TRAY,4.00 kg,R103.04,R120.00,R90.00,R103.05,R76050,738,1582,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 2,MEDIUM,STANDARD TRAY,4.00 kg,R80.00,R80.00,R80.00,R80.00,R240,3,0,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 2,SMALL,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,5,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,MEDIUM,STANDARD TRAY,4.00 kg,R90.00,R90.00,R90.00,R90.00,R5580,62,64,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,SMALL,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,24,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 2,EXTRA LARGE,STANDARD TRAY,4.00 kg,R90.88,R100.00,R90.00,R90.88,R3090,34,32,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,LARGE,STANDARD TRAY,4.00 kg,R98.13,R120.00,R90.00,R98.13,R63000,642,3810,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,MEDIUM,SUGAR POCKET,20.00 kg,R160.00,R160.00,R160.00,R160.00,R1280,8,0,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 2,LARGE,SUGAR POCKET,20.00 kg,R257.73,R280.00,R220.00,R257.73,R38660,150,0,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 3,MEDIUM,BAG,17.00 kg,R254.81,R280.00,R240.00,R254.81,R6880,27,269,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,MEDIUM,DOUBBLE LAYER TRAY,10.00 kg,R160.00,R160.00,R160.00,R160.00,R5920,37,0,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,LARGE,HALF POCKET,5.00 kg,R0.00,R0.00,R0.00,R�,R0,0,6,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,HASS,CLASS 3,MEDIUM,BAG,17.00 kg,R0.00,R0.00,R0.00,R�,R0,0,1,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,HASS,CLASS 1,MEDIUM,BAG,17.00 kg,R206.85,R220.00,R200.00,R206.86,R7240,35,33,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,HASS,CLASS 2,SMALL,STANDARD TRAY,4.00 kg,R90.00,R90.00,R90.00,R90.00,R90,1,33,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,HASS,CLASS 2,LARGE,STANDARD TRAY,4.00 kg,R85.00,R85.00,R85.00,R85.00,R2805,33,0,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,HASS,CLASS 2,MEDIUM,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,159,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,HASS,CLASS 2,MEDIUM,QUARTER POCKET,3.00 kg,R0.00,R0.00,R0.00,R�,R0,0,19,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,MAHA,CLASS 1,LARGE,STANDARD TRAY,4.00 kg,R90.00,R90.00,R90.00,R90.00,R90,1,7,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,MAHA,CLASS 2,MEDIUM,STANDARD TRAY,4.00 kg,R80.11,R90.00,R75.00,R80.11,R7050,88,78,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,OTHER VARIETIES,CLASS 1,LARGE,BAG,10.00 kg,R0.00,R0.00,R0.00,R�,R0,0,13,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,OTHER VARIETIES,CLASS 1,SMALL,BAG,17.00 kg,R300.00,R300.00,R300.00,R300.00,R600,2,6,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,OTHER VARIETIES,CLASS 2,LARGE,SUGAR POCKET,20.00 kg,R116.66,R120.00,R110.00,R116.67,R350,3,1,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,OTHER VARIETIES,CLASS 1,LARGE,STANDARD POCKET,8.00 kg,R0.00,R0.00,R0.00,R�,R0,0,13,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,OTHER VARIETIES,CLASS 2,SMALL,STANDARD POCKET,8.00 kg,R0.00,R0.00,R0.00,R�,R0,0,15,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,OTHER VARIETIES,CLASS 2,SMALL,QUARTER POCKET,3.00 kg,R8.50,R10.00,R7.00,R8.50,R510,60,3,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,OTHER VARIETIES,CLASS 2,SMALL,HALF TRAY,2.00 kg,R0.00,R0.00,R0.00,R�,R0,0,19,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 2,LARGE,SUGAR POCKET,20.00 kg,R240.00,R240.00,R240.00,R240.00,R12480,52,0,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 1,MEDIUM,BAG,17.00 kg,R159.16,R180.00,R150.00,R159.17,R3820,24,99,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 1,SMALL,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,264,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 2,EXTRA LARGE,STANDARD TRAY,4.00 kg,R60.53,R70.00,R60.00,R60.54,R16890,279,513,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 1,MEDIUM,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,218,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 1,LARGE,STANDARD TRAY,4.00 kg,R71.15,R100.00,R68.00,R71.15,R9250,130,778,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 2,LARGE,STANDARD TRAY,4.00 kg,R87.14,R90.00,R80.00,R87.14,R3050,35,1021,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 2,MEDIUM,STANDARD TRAY,4.00 kg,R80.00,R80.00,R80.00,R80.00,R1600,20,73,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 2,SMALL,STANDARD TRAY,4.00 kg,R70.00,R70.00,R70.00,R70.00,R3500,50,184,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,PINKERTON,CLASS 1,MEDIUM,DOUBBLE LAYER TRAY,10.00 kg,R136.25,R170.00,R120.00,R136.25,R4360,32,161,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,RYAN,CLASS 2,LARGE,STANDARD TRAY,4.00 kg,R30.00,R30.00,R30.00,R30.00,R240,8,0,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,RYAN,CLASS 2,LARGE,SUGAR POCKET,20.00 kg,R229.30,R250.00,R220.00,R229.30,R9860,43,127,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,EDRANOL,CLASS 3,LARGE,SUGAR POCKET,20.00 kg,R81.42,R90.00,R80.00,R81.43,R570,7,40,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,EDRANOL,CLASS 3,LARGE,SUGAR POCKET,20.00 kg,R81.42,R90.00,R80.00,R81.43,R570,7,40,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,EDRANOL,CLASS 1,LARGE,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,10,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,EDRANOL,CLASS 1,MEDIUM,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,83,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,EDRANOL,CLASS 2,LARGE,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,792,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,EDRANOL,CLASS 1,LARGE,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,10,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,EDRANOL,CLASS 1,MEDIUM,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,83,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,EDRANOL,CLASS 2,LARGE,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,792,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,MEDIUM,STANDARD TRAY,4.00 kg,R70.00,R70.00,R70.00,R70.00,R17430,249,3,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,SMALL,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,24,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 2,EXTRA LARGE,STANDARD TRAY,4.00 kg,R60.00,R60.00,R60.00,R60.00,R60,1,66,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,LARGE,STANDARD TRAY,4.00 kg,R85.00,R120.00,R80.00,R85.00,R111100,1307,4047,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 2,LARGE,STANDARD TRAY,4.00 kg,R98.90,R120.00,R20.00,R98.90,R20275,205,1528,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 2,MEDIUM,STANDARD TRAY,4.00 kg,R80.00,R80.00,R80.00,R80.00,R320,4,3,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 2,SMALL,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,5,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,LARGE,STANDARD TRAY,4.00 kg,R85.00,R120.00,R80.00,R85.00,R111100,1307,4047,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,MEDIUM,STANDARD TRAY,4.00 kg,R70.00,R70.00,R70.00,R70.00,R17430,249,3,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 2,LARGE,STANDARD TRAY,4.00 kg,R98.90,R120.00,R20.00,R98.90,R20275,205,1528,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 2,MEDIUM,STANDARD TRAY,4.00 kg,R80.00,R80.00,R80.00,R80.00,R320,4,3,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 2,SMALL,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,5,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,SMALL,STANDARD TRAY,4.00 kg,R0.00,R0.00,R0.00,R�,R0,0,24,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 2,EXTRA LARGE,STANDARD TRAY,4.00 kg,R60.00,R60.00,R60.00,R60.00,R60,1,66,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 2,LARGE,SUGAR POCKET,20.00 kg,R240.79,R250.00,R200.00,R240.80,R48400,201,22,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 2,LARGE,SUGAR POCKET,20.00 kg,R240.79,R250.00,R200.00,R240.80,R48400,201,22,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,MEDIUM,BAG,17.00 kg,R60.00,R60.00,R60.00,R60.00,R11520,192,0,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,LARGE,BAG,10.00 kg,R30.00,R30.00,R30.00,R30.00,R30,1,0,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 3,MEDIUM,BAG,17.00 kg,R260.00,R260.00,R260.00,R260.00,R520,2,296,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,LARGE,BAG,10.00 kg,R30.00,R30.00,R30.00,R30.00,R30,1,0,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,MEDIUM,BAG,17.00 kg,R60.00,R60.00,R60.00,R60.00,R11520,192,0,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 3,MEDIUM,BAG,17.00 kg,R260.00,R260.00,R260.00,R260.00,R520,2,296,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,MEDIUM,DOUBBLE LAYER TRAY,10.00 kg,R160.00,R160.00,R160.00,R160.00,R9440,59,37,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,LARGE,DOUBBLE LAYER TRAY,10.00 kg,R160.00,R160.00,R160.00,R160.00,R22720,142,0,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,LARGE,DOUBBLE LAYER TRAY,10.00 kg,R160.00,R160.00,R160.00,R160.00,R22720,142,0,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,MEDIUM,DOUBBLE LAYER TRAY,10.00 kg,R160.00,R160.00,R160.00,R160.00,R9440,59,37,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,LARGE,HALF POCKET,5.00 kg,R0.00,R0.00,R0.00,R�,R0,0,6,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,FUERTE,CLASS 1,LARGE,HALF POCKET,5.00 kg,R0.00,R0.00,R0.00,R�,R0,0,6,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,HASS,CLASS 1,LARGE,BAG,17.00 kg,R10.00,R10.00,R10.00,R10.00,R220,22,0,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,HASS,CLASS 1,MEDIUM,BAG,17.00 kg,R0.00,R0.00,R0.00,R�,R0,0,4,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,HASS,CLASS 3,MEDIUM,BAG,17.00 kg,R240.00,R240.00,R240.00,R240.00,R14400,60,1,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,HASS,CLASS 1,LARGE,BAG,17.00 kg,R10.00,R10.00,R10.00,R10.00,R220,22,0,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,HASS,CLASS 1,MEDIUM,BAG,17.00 kg,R0.00,R0.00,R0.00,R�,R0,0,4,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,HASS,CLASS 3,MEDIUM,BAG,17.00 kg,R240.00,R240.00,R240.00,R240.00,R14400,60,1,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,HASS,CLASS 2,LARGE,STANDARD TRAY,4.00 kg,R10.00,R10.00,R10.00,R10.00,R950,95,33,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,HASS,CLASS 2,MEDIUM,STANDARD TRAY,4.00 kg,R85.00,R85.00,R85.00,R85.00,R340,4,159,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,HASS,CLASS 2,LARGE,STANDARD TRAY,4.00 kg,R10.00,R10.00,R10.00,R10.00,R950,95,33,Welkom (Matjhabeng) Fresh Produce Market (WEL)
AVOCADOS,HASS,CLASS 2,MEDIUM,STANDARD TRAY,4.00 kg,R85.00,R85.00,R85.00,R85.00,R340,4,159,Welkom (Matjhabeng) Fresh Produce Market (WEL)
